Exposure,VehValue,VehAge,VehBody,Gender,DrivAge,ClaimOcc,ClaimNb,ClaimAmount,policy
0.3778234086,0.42,oldest cars,Sedan,Male,older work. people,1,1,3953.0699921,P3890
0.9993155373,1.549,youngest cars,Hatchback,Female,old people,1,1,200,P3891
0.5859000684,3.05,old cars,Station wagon,Female,working people,1,1,1903.6299973,P3892
0.2683093771,1.6,young cars,Hatchback,Male,oldest people,1,1,200,P3893
0.9664613279,4.5,youngest cars,Station wagon,Female,young people,1,1,389.94999981,P3894
0.9555099247,2.12,oldest cars,Station wagon,Male,young people,1,1,1951.8199997,P3895
0.9555099247,0.92,oldest cars,Utility,Male,oldest people,1,1,367.72999954,P3896
0.5448323066,1.52,youngest cars,Hatchback,Female,youngest people,1,1,200,P3897
0.8295687885,0.42,oldest cars,Station wagon,Female,working people,1,1,2409.3199997,P3898
0.9801505818,2.06,young cars,Sedan,Female,older work. people,1,1,3030,P3899
0.7282683094,2.349,youngest cars,Sedan,Male,working people,1,1,920.47999954,P3900
0.1998631075,1.44,oldest cars,Utility,Male,young people,1,1,477.2699995,P3901
0.6023271732,1.81,young cars,Sedan,Female,working people,1,1,12878.629944,P3902
0.6680355921,1.26,young cars,Hatchback,Female,young people,1,1,200,P3903
0.5859000684,3.52,young cars,Station wagon,Male,older work. people,1,1,353.76999998,P3904
0.5859000684,1.87,youngest cars,Sedan,Female,youngest people,1,1,3223.6363602,P3905
0.9801505818,1.6,young cars,Hatchback,Female,working people,1,1,887.38999939,P3906
0.6652977413,1.31,old cars,Station wagon,Female,oldest people,1,1,389.94999981,P3907
0.6652977413,1.84,young cars,Hatchback,Female,oldest people,1,1,572.71999931,P3908
0.6652977413,2.33,old cars,Utility,Male,young people,1,1,400,P3909
0.3449691992,2.81,young cars,Sedan,Male,working people,1,1,736.36999893,P3910
0.0273785079,1.77,young cars,Sedan,Female,young people,1,1,4724.3608551,P3911
0.6652977413,2.33,youngest cars,Sedan,Female,older work. people,1,1,200,P3912
0.7994524298,2.94,old cars,Station wagon,Male,working people,1,1,246.67999995,P3913
0.7994524298,1.28,young cars,Hatchback,Male,youngest people,1,1,1515.6499977,P3914
0.5859000684,0.41,oldest cars,Sedan,Female,older work. people,1,2,1871.5345378,P3915
0.9637234771,0.86,old cars,Hatchback,Female,young people,1,1,245.66999817,P3916
0.424366872,0.44,oldest cars,Hatchback,Male,young people,1,1,3622.359993,P3917
0.9144421629,0.73,oldest cars,Sedan,Female,oldest people,1,1,1202.1499996,P3918
0.5859000684,0.86,old cars,Hatchback,Male,youngest people,1,1,3950.359993,P3919
0.9527720739,1.78,old cars,Sedan,Male,oldest people,1,1,279.52000046,P3920
0.9527720739,2.54,old cars,Station wagon,Female,older work. people,1,1,1292.9099998,P3921
0.7501711157,2.54,youngest cars,Sedan,Male,older work. people,1,1,1238.9499969,P3922
0.9527720739,1.25,old cars,Sedan,Female,older work. people,1,1,849.83999825,P3923
0.5831622177,2.23,young cars,Utility,Female,working people,1,1,200,P3924
0.9527720739,3.05,young cars,Station wagon,Female,older work. people,1,1,274.71999955,P3925
0.9609856263,3.65,young cars,Station wagon,Female,young people,1,1,2437.859993,P3926
0.977412731,1.32,oldest cars,Station wagon,Female,young people,1,1,4835.3499908,P3927
0.7118412046,1.3,young cars,Hatchback,Female,older work. people,1,1,9708.6199951,P3928
0.6379192334,1.21,old cars,Sedan,Male,working people,1,1,1981.5,P3929
0.5995893224,0.92,old cars,Hatchback,Female,young people,1,1,2911.1136322,P3930
0.5859000684,1.7643,youngest cars,Hatchback,Male,older work. people,1,2,7297.3699951,P3931
0.9637234771,1.76,young cars,Sedan,Female,older work. people,1,2,1303.8599987,P3932
0.2710472279,1.35,youngest cars,Hatchback,Male,old people,1,1,2664.75,P3933
0.9993155373,0,oldest cars,Bus,Male,oldest people,1,1,490.90999985,P3934
0.9637234771,1.42,young cars,Hatchback,Male,youngest people,1,1,200,P3935
0.9637234771,1.42,young cars,Hatchback,Male,youngest people,1,1,4465.8699951,P3936
0.257357974,2.5,youngest cars,Sedan,Male,working people,1,1,200,P3937
0.37234770700000003,1.44,young cars,Sedan,Female,young people,1,1,6236.6999969,P3938
0.605065024,2,young cars,Utility,Male,oldest people,1,1,369.14999962,P3939
0.977412731,2.16,young cars,Sedan,Male,older work. people,1,1,29634.629944,P3940
0.3942505133,3.22,old cars,Station wagon,Male,working people,1,1,352.72999954,P3941
0.6516084873,1.77,young cars,Sedan,Female,working people,1,1,570.71999931,P3942
0.6516084873,2.34,youngest cars,Sedan,Female,working people,1,1,200,P3943
0.2683093771,2.51,young cars,Station wagon,Female,working people,1,1,2724.6199951,P3944
0.5831622177,2.93,youngest cars,Station wagon,Male,working people,1,1,386.04999971,P3945
0.9609856263,2.88,old cars,Station wagon,Female,young people,1,1,200,P3946
0.2902121834,1.4,old cars,Utility,Male,old people,1,1,1183.5199986,P3947
0.7091033539,1.17,young cars,Hatchback,Female,young people,1,1,280.64999962,P3948
0.6324435318,1.82,young cars,Hatchback,Male,young people,1,1,200,P3949
0.7036276523,2.37,oldest cars,Station wagon,Female,young people,1,1,2024.1499977,P3950
0.5804243669,1.73,old cars,Panel van,Male,young people,1,1,1737.3399963,P3951
0.5831622177,2.79,youngest cars,Station wagon,Female,old people,1,1,1767.1699982,P3952
0.9199178645,3.46,youngest cars,Utility,Female,working people,1,1,200,P3953
0.7063655031,1.38,young cars,Hatchback,Female,working people,1,1,200,P3954
0.9609856263,1.09,old cars,Sedan,Female,working people,1,1,379.61999989,P3955
0.3668720055,3.63,young cars,Station wagon,Male,old people,1,1,632.01999855,P3956
0.0574948665,0.41,oldest cars,Sedan,Female,older work. people,1,1,4290.2299957,P3957
0.6488706365,0.95,oldest cars,Sedan,Female,young people,1,1,1931.4499969,P3958
0.3668720055,0.44,oldest cars,Sedan,Female,older work. people,1,1,813.60199928,P3959
0.8898015058,0.69,oldest cars,Coupe,Female,young people,1,1,2032.6799965,P3960
0.2600958248,2.47,youngest cars,Sedan,Female,old people,1,1,579.29999924,P3961
0.2491444216,2.27,youngest cars,Sedan,Male,older work. people,1,1,200,P3962
0.4873374401,0.78,oldest cars,Sedan,Female,older work. people,1,1,6763.1699829,P3963
0.5366187543,1.05,oldest cars,Station wagon,Male,working people,1,1,1208.5499992,P3964
0.2546201232,2.86,youngest cars,Station wagon,Female,young people,1,1,900.8599987,P3965
0.8131416838,1.14,oldest cars,Station wagon,Female,young people,1,1,443.97999954,P3966
0.2546201232,0.44,oldest cars,Hatchback,Female,older work. people,1,1,353.76999998,P3967
0.6488706365,2.12,young cars,Panel van,Female,young people,1,1,831.96999931,P3968
0.18617385350000001,4.34,young cars,Station wagon,Female,young people,1,1,200,P3969
0.6488706365,2.06,young cars,Sedan,Female,young people,1,1,781.76999855,P3970
0.7063655031,0.93,oldest cars,Hatchback,Male,young people,1,2,7218.1018009,P3971
0.3832991102,3.32,young cars,Station wagon,Female,old people,1,2,743.76999998,P3972
0.334017796,1.26,young cars,Hatchback,Female,old people,1,1,13533.859985,P3973
0.3641341547,1.44,young cars,Sedan,Female,oldest people,1,1,521.78999996,P3974
0.6488706365,2.33,old cars,Hardtop,Male,working people,1,1,353.79999971,P3975
0.3887748118,2.08,oldest cars,Sedan,Male,oldest people,1,1,2124.4199982,P3976
0.5804243669,1.13,old cars,Sedan,Female,working people,1,1,1097.8999996,P3977
0.6488706365,1.37,youngest cars,Hatchback,Female,working people,1,1,200,P3978
0.1834360027,1.96,young cars,Sedan,Male,older work. people,1,1,207.6000061,P3979
0.8158795346,1.41,young cars,Sedan,Female,working people,1,1,2805.0999985,P3980
0.9993155373,1.06,oldest cars,Hardtop,Male,oldest people,1,1,3232.859993,P3981
0.0410677618,1.4,oldest cars,Station wagon,Male,youngest people,1,1,1395.7099991,P3982
0.34770705,1.98,young cars,Sedan,Female,oldest people,1,1,6699.1699982,P3983
0.3641341547,1.43,young cars,Hatchback,Female,working people,1,1,200,P3984
0.2655715263,2.03,young cars,Sedan,Female,older work. people,1,2,672.63999939,P3985
0.2518822724,2.999,youngest cars,Utility,Male,old people,1,1,2925.7199936,P3986
0.5776865161,1.578,youngest cars,Hatchback,Male,older work. people,1,1,460.90999985,P3987
0.2518822724,1.54,youngest cars,Hatchback,Male,working people,1,1,200,P3988
0.3394934976,1.29,oldest cars,Station wagon,Male,older work. people,1,1,395.44999981,P3989
0.5201916495,1.33,young cars,Hatchback,Female,working people,1,1,563.42999935,P3990
0.1560574949,0.29,oldest cars,Hatchback,Male,working people,1,1,3503.0799942,P3991
0.6598220397,0.92,old cars,Sedan,Female,older work. people,1,1,200,P3992
0.9993155373,0.81,oldest cars,Panel van,Male,youngest people,1,1,349.25,P3993
0.6570841889,3.55,young cars,Utility,Male,working people,1,1,1179.9199982,P3994
0.3422313484,1.13,oldest cars,Sedan,Female,youngest people,1,1,389.94999981,P3995
0.6625598905,1.92,oldest cars,Sedan,Male,young people,1,1,200,P3996
0.6625598905,1.79,oldest cars,Utility,Male,older work. people,1,1,4318.3099976,P3997
0.6598220397,1.25,old cars,Station wagon,Female,young people,1,1,387.44999981,P3998
0.6598220397,1.06,old cars,Sedan,Female,working people,1,1,3128.3799973,P3999
0.6598220397,0.62,oldest cars,Truck,Female,old people,1,1,1196.5999985,P4000
0.6570841889,0.96,oldest cars,Sedan,Male,oldest people,1,1,4878.1799927,P4001
0.7912388775,2.13,young cars,Station wagon,Female,old people,1,1,200,P4002
0.9500342231,1.52,old cars,Sedan,Female,oldest people,1,1,353.76999998,P4003
0.6105407255,0.37,oldest cars,Hatchback,Male,old people,1,1,12815.549988,P4004
0.9445585216,1.56,old cars,Utility,Female,working people,1,2,2398.5499983,P4005
0.9445585216,0.38,oldest cars,Hatchback,Female,working people,1,1,1392.5099983,P4006
0.3613963039,1.51,oldest cars,Sedan,Female,older work. people,1,1,1285.0199966,P4007
0.9445585216,2.39,young cars,Hardtop,Female,working people,1,1,200,P4008
0.9445585216,1.08,old cars,Sedan,Female,older work. people,1,1,353.76999998,P4009
0.4654346338,0.43,oldest cars,Sedan,Male,oldest people,1,2,2715.7199993,P4010
0.9555099247,2.7,youngest cars,Sedan,Male,young people,1,1,1795.2799988,P4011
0.9472963723,1.92,oldest cars,Hardtop,Male,old people,1,1,3231.2199936,P4012
0.9472963723,2.05,old cars,Station wagon,Male,older work. people,1,2,3164.9999952,P4013
0.9555099247,0.53,oldest cars,Hatchback,Female,older work. people,1,1,200,P4014
0.1067761807,0.83,oldest cars,Sedan,Female,older work. people,1,1,5334.0899811,P4015
0.6160164271,1.5,young cars,Hatchback,Female,youngest people,1,1,5963.9399872,P4016
0.7310061602,3.11,old cars,Hardtop,Male,working people,1,1,290.90999985,P4017
0.9472963723,2.65,old cars,Station wagon,Female,working people,1,1,521.61999989,P4018
0.9472963723,0.79,oldest cars,Hatchback,Female,young people,1,2,3731.1699963,P4019
0.7392197125,4.31,youngest cars,Station wagon,Female,working people,1,1,1552.25,P4020
0.6461327858,0.44,oldest cars,Sedan,Male,youngest people,1,1,567.5,P4021
0.9555099247,3.04,old cars,Station wagon,Female,working people,1,1,3102.409996,P4022
0.2600958248,0.74,oldest cars,Hatchback,Female,older work. people,1,1,3112.6499939,P4023
0.5776865161,5.64,young cars,Station wagon,Female,working people,1,2,1657.9399991,P4024
0.2819986311,1,old cars,Hatchback,Male,working people,1,1,682.37999916,P4025
0.9555099247,2.41,old cars,Station wagon,Male,young people,1,1,200,P4026
0.6379192334,1.18,oldest cars,Station wagon,Male,young people,1,1,353.76999998,P4027
0.643394935,0.77,old cars,Hatchback,Female,older work. people,1,1,221,P4028
0.6379192334,3.29,young cars,Panel van,Male,old people,1,1,425.83999968,P4029
0.643394935,1.35,old cars,Hatchback,Male,youngest people,1,1,200,P4030
0.9527720739,1.98,young cars,Sedan,Female,young people,1,2,1426.5099983,P4031
0.5749486653,0.53,oldest cars,Sedan,Female,oldest people,1,1,434.12999964,P4032
0.9527720739,0.39,oldest cars,Hatchback,Female,old people,1,1,3213.9799957,P4033
0.9527720739,1.73,young cars,Sedan,Female,old people,1,1,1050.4499989,P4034
0.6543463381,0.79,old cars,Sedan,Male,older work. people,1,2,1132.4999981,P4035
0.6543463381,1.8,old cars,Sedan,Female,old people,1,1,389.94999981,P4036
0.3613963039,2.43,young cars,Hatchback,Female,working people,1,1,759.8599987,P4037
0.9418206708,1.65,young cars,Sedan,Male,oldest people,1,1,200,P4038
0.6516084873,2.47,old cars,Station wagon,Female,older work. people,1,1,200,P4039
0.9418206708,6.65,youngest cars,Roadster,Male,old people,1,1,200,P4040
0.5667351129,3.46,young cars,Station wagon,Female,young people,1,1,262.02000046,P4041
0.9418206708,0.93,old cars,Hatchback,Female,older work. people,1,1,4536.1399994,P4042
0.9418206708,0.93,old cars,Hatchback,Male,older work. people,1,1,200,P4043
0.9418206708,1.37,old cars,Sedan,Male,young people,1,1,803.87999916,P4044
0.9418206708,2.67,young cars,Sedan,Female,old people,1,1,12448.75,P4045
0.3586584531,0.71,oldest cars,Station wagon,Female,working people,1,1,1162.2881813,P4046
0.4188911704,1.31,young cars,Sedan,Female,working people,1,1,521.34999943,P4047
0.9993155373,1.19,oldest cars,Station wagon,Female,young people,1,1,389.94999981,P4048
0.7857631759,1.33,old cars,Sedan,Female,young people,1,1,200,P4049
0.7255304586,0.85,oldest cars,Hatchback,Female,young people,1,1,4327.5099945,P4050
0.2819986311,4.7,young cars,Station wagon,Female,young people,1,1,200,P4051
0.257357974,0.71,old cars,Hatchback,Female,young people,1,1,200,P4052
0.2819986311,1.43,oldest cars,Station wagon,Male,older work. people,1,1,200,P4053
0.257357974,2.59,old cars,Station wagon,Female,older work. people,1,1,1670.6799965,P4054
0.5694729637,0.98,old cars,Sedan,Female,older work. people,1,1,746.58999825,P4055
0.0985626283,1.02,old cars,Hatchback,Male,working people,1,1,476.5,P4056
0.34770705,1.44,old cars,Utility,Female,working people,1,2,9359.5299864,P4057
0.090349076,1.4,youngest cars,Hatchback,Female,young people,1,1,3231.8699951,P4058
0.6516084873,1.77,old cars,Sedan,Female,old people,1,1,1239.6699982,P4059
0.501026694,0.82,oldest cars,Sedan,Male,old people,1,1,6647.7299957,P4060
0.1560574949,0.71,oldest cars,Sedan,Female,young people,1,1,978.60999489,P4061
0.6516084873,1.22,old cars,Hatchback,Female,older work. people,1,1,486.77999878,P4062
0.5694729637,0.74,oldest cars,Hatchback,Male,young people,1,1,1293.8399963,P4063
0.34770705,1.24,old cars,Hatchback,Male,older work. people,1,1,367.72999954,P4064
0.0739219713,3.39,old cars,Station wagon,Female,old people,1,1,3015.75,P4065
0.2902121834,2.72,old cars,Station wagon,Female,young people,1,1,2643.8499985,P4066
0.5776865161,2.95,old cars,Station wagon,Male,young people,1,1,5554.4399872,P4067
0.5694729637,1.22,old cars,Sedan,Male,older work. people,1,1,3947.0799942,P4068
0.2792607803,1.31,oldest cars,Hardtop,Female,working people,1,1,200,P4069
0.7118412047,1.64,old cars,Station wagon,Female,working people,1,1,200,P4070
0.9472963723,1.19,young cars,Hatchback,Female,working people,1,1,1186.363636,P4071
0.3613963039,1.49,young cars,Hatchback,Female,youngest people,1,1,1582.25,P4072
0.9472963723,1.84,youngest cars,Hatchback,Female,older work. people,1,1,200,P4073
0.3613963039,1.06,oldest cars,Hatchback,Male,working people,1,1,916.1099987,P4074
0.0848733744,0.84,old cars,Hatchback,Male,youngest people,1,1,389.94999981,P4075
0.93908282,1.55,oldest cars,Hardtop,Male,oldest people,1,1,307.29999924,P4076
0.93908282,0.93,old cars,Hatchback,Male,oldest people,1,1,832.07999992,P4077
0.5776865161,2.85,young cars,Station wagon,Female,oldest people,1,1,1792.1999969,P4078
0.89253935659999994,4.34,young cars,Sedan,Female,older work. people,1,2,2713.2699966,P4079
0.5667351129,2.36,youngest cars,Sedan,Male,working people,1,2,16667.049995,P4080
0.93908282,1.47,old cars,Sedan,Male,older work. people,1,1,825.5,P4081
0.93908282,2.5,old cars,Station wagon,Male,youngest people,1,1,1818.3799973,P4082
0.5776865161,1.47,youngest cars,Hatchback,Female,working people,1,1,1318.4299965,P4083
0.93908282,1.3,old cars,Hatchback,Female,older work. people,1,1,200,P4084
0.93908282,2.08,young cars,Sedan,Female,old people,1,1,200,P4085
0.4052019165,1,old cars,Hatchback,Female,youngest people,1,2,1565.5099983,P4086
0.3613963039,0.65,oldest cars,Sedan,Male,older work. people,1,1,588.70999908,P4087
0.887063655,1,oldest cars,Utility,Male,older work. people,1,3,4054.109993,P4088
0.887063655,0.87,old cars,Hatchback,Female,old people,1,1,2541.75,P4089
0.6379192334,1.37,youngest cars,Hatchback,Male,working people,1,1,10571.879974,P4090
0.887063655,3.249,youngest cars,Station wagon,Female,young people,1,2,2087.7699966,P4091
0.5585215606,5.499,youngest cars,Station wagon,Female,young people,1,1,1577.6199989,P4092
0.3778234086,1.17,old cars,Sedan,Female,working people,1,2,761.24999952,P4093
0.9445585216,0.8,old cars,Hatchback,Female,young people,1,1,2836.3699951,P4094
0.5667351129,1.99,oldest cars,Station wagon,Male,young people,1,2,1262.8599987,P4095
0.6324435318,2.98,old cars,Minibus,Male,working people,1,1,1508.3999977,P4096
0.9993155373,1.26,young cars,Hatchback,Female,young people,1,1,2455.1499939,P4097
0.887063655,2.7,old cars,Utility,Female,young people,1,1,750.70999908,P4098
0.0191649555,0.7,oldest cars,Station wagon,Female,working people,1,1,5402.4499817,P4099
0.5667351129,2.56,old cars,Station wagon,Male,working people,1,1,390,P4100
0.8843258042,1.428,youngest cars,Hatchback,Female,young people,1,1,353.76999998,P4101
0.887063655,2.11,old cars,Utility,Male,young people,1,1,246.66999912,P4102
0.3997262149,0.35,oldest cars,Hatchback,Female,young people,1,1,200,P4103
0.3093771389,0.46,oldest cars,Sedan,Male,older work. people,1,1,200,P4104
0.6926762491,0.7,oldest cars,Station wagon,Male,old people,1,1,6964.5699921,P4105
0.9336071184,1.31,young cars,Sedan,Female,working people,1,2,1900.5599957,P4106
0.34770705,1.13,oldest cars,Sedan,Male,old people,1,1,1075.1899967,P4107
0.3641341547,2.62,young cars,Hardtop,Male,young people,1,1,200,P4108
0.643394935,1.46,young cars,Sedan,Male,working people,1,2,3956.1299934,P4109
0.0958247775,1.75,young cars,Sedan,Female,older work. people,1,1,540,P4110
0.9746748802,4.9,young cars,Sedan,Female,oldest people,1,1,1165.5799999,P4111
0.0876112252,1.96,old cars,Station wagon,Female,working people,1,1,587.73999977,P4112
0.4709103354,3.3,youngest cars,Station wagon,Male,young people,1,1,634.41999912000006,P4113
0.9993155373,1.36,young cars,Hatchback,Male,youngest people,1,1,3271.3899994,P4114
0.8843258042,1.6,young cars,Hatchback,Female,youngest people,1,1,3212.7799988,P4115
0.3750855578,1.14,old cars,Sedan,Male,older work. people,1,1,347.03999996,P4116
0.629705681,1.59,oldest cars,Coupe,Male,older work. people,1,1,389.94999981,P4117
0.5749486653,1.83,youngest cars,Sedan,Female,older work. people,1,1,2121.3899994,P4118
0.9993155373,0.39,oldest cars,Station wagon,Female,oldest people,1,1,438,P4119
0.1752224504,5.28,youngest cars,Sedan,Male,oldest people,1,2,1601.4199972,P4120
0.9993155373,4,old cars,Station wagon,Male,oldest people,1,1,1195.9299984,P4121
0.4106776181,1.18,old cars,Sedan,Female,youngest people,1,1,409,P4122
0.4271047228,1.68,old cars,Sedan,Female,working people,1,1,450,P4123
0.81861738529999994,0.93,oldest cars,Sedan,Male,old people,1,1,733.19999886,P4124
0.219028063,1.19,oldest cars,Station wagon,Male,working people,1,1,534.5899992,P4125
0.81861738529999994,2.08,youngest cars,Sedan,Female,young people,1,1,18215.879944,P4126
0.1752224504,1.36,oldest cars,Utility,Male,youngest people,1,1,2094.7789917,P4127
0.81861738529999994,1.34,old cars,Utility,Female,working people,1,1,555,P4128
0.6351813826,2.5,youngest cars,Hardtop,Female,older work. people,1,1,353.76999998,P4129
0.1779603012,1.64,old cars,Sedan,Male,old people,1,1,585.72999954,P4130
0.1752224504,1.11,young cars,Hatchback,Male,old people,1,1,1789.313633,P4131
0.8240930869,1.25,oldest cars,Station wagon,Male,working people,1,1,390,P4132
0.0985626283,0.55,oldest cars,Sedan,Female,older work. people,1,1,4651.6199799,P4133
0.1752224504,1.19,oldest cars,Station wagon,Male,youngest people,1,1,200,P4134
0.1806981519,2.42,old cars,Station wagon,Male,older work. people,1,1,1461.659996,P4135
0.5722108145,2.42,youngest cars,Sedan,Male,working people,1,1,2403.7399979,P4136
0.4845995893,0.92,oldest cars,Sedan,Female,young people,1,1,1088.5599995,P4137
0.8240930869,1.45,oldest cars,Utility,Female,older work. people,1,1,4243.2199936,P4138
0.5639972621,2.64,old cars,Station wagon,Male,working people,1,1,440.90999985,P4139
0.9418206708,2.51,youngest cars,Station wagon,Female,young people,1,1,200,P4140
0.5639972621,4.349,youngest cars,Utility,Male,young people,1,1,200,P4141
0.5639972621,2.76,youngest cars,Sedan,Female,older work. people,1,1,200,P4142
0.9418206708,0.57,oldest cars,Panel van,Male,youngest people,1,1,200,P4143
0.8843258042,1.578,youngest cars,Hatchback,Female,older work. people,1,1,3313.75,P4144
0.3449691992,1.73,old cars,Sedan,Female,older work. people,1,1,521.03999996,P4145
0.5612594114,1.92,youngest cars,Hatchback,Female,working people,1,1,409,P4146
0.8843258042,1.87,oldest cars,Station wagon,Male,working people,1,1,7041.5099945,P4147
0.6324435318,1.81,oldest cars,Station wagon,Male,older work. people,1,1,1499,P4148
0.3641341547,2.99,youngest cars,Coupe,Male,young people,1,1,200,P4149
0.8815879535,1.67,old cars,Utility,Female,oldest people,1,1,1175.5899982,P4150
0.8815879535,3.25,youngest cars,Sedan,Female,working people,1,1,367.72999954,P4151
0.0848733744,0.91,oldest cars,Utility,Male,young people,1,1,450.36999989,P4152
0.6324435318,4.75,young cars,Station wagon,Female,old people,1,1,610.73999977,P4153
0.3668720055,4.54,youngest cars,Station wagon,Male,working people,1,1,369.14999962,P4154
0.8815879535,1.93,youngest cars,Sedan,Female,working people,1,1,353.76999998,P4155
0.6516084873,0.59,oldest cars,Sedan,Male,older work. people,1,2,2451.5199962,P4156
0.5612594114,1.92,youngest cars,Sedan,Male,youngest people,1,1,6245.4099884,P4157
0.6187542779,2.06,young cars,Hatchback,Male,young people,1,1,3210.8699951,P4158
0.8268309377,2.48,youngest cars,Sedan,Male,old people,1,1,413.17999983,P4159
0.8268309377,3.38,youngest cars,Utility,Female,oldest people,1,1,389.94999981,P4160
0.8268309377,1.15,oldest cars,Truck,Female,old people,1,1,1217.4399986,P4161
0.4325804244,2.33,old cars,Station wagon,Female,working people,1,1,5199.8299866,P4162
0.2546201232,0.79,old cars,Hatchback,Male,working people,1,1,369.14999962,P4163
0.4325804244,2.75,youngest cars,Sedan,Female,older work. people,1,1,590.57999992,P4164
0.4106776181,1.29,old cars,Sedan,Male,oldest people,1,2,1199.6199985,P4165
0.4353182752,1.36,old cars,Coupe,Female,youngest people,1,1,1707.6899986,P4166
0.9719370294,1.41,old cars,Sedan,Female,young people,1,1,2084.3499985,P4167
0.6488706365,1.65,old cars,Sedan,Female,working people,1,1,678.04999924,P4168
0.5503080082,3.4,young cars,Station wagon,Male,youngest people,1,1,390,P4169
0.5585215606,0.73,oldest cars,Sedan,Female,older work. people,1,1,3964.7999954,P4170
0.6872005476,3.98,youngest cars,Sedan,Male,oldest people,1,1,1112.3799992,P4171
0.1204654346,3.25,young cars,Station wagon,Male,youngest people,1,1,26878.089905,P4172
0.4380561259,2.2,old cars,Station wagon,Female,young people,1,1,1612.3099976,P4173
0.5667351129,0.58,oldest cars,Hatchback,Female,youngest people,1,1,200,P4174
0.93908282,1.95,youngest cars,Hatchback,Female,older work. people,1,1,13056.909973,P4175
0.6844626968,2.83,young cars,Hardtop,Female,older work. people,1,1,1587.6999893,P4176
0.5585215606,3.74,young cars,Station wagon,Female,working people,1,1,779.55999947,P4177
0.9993155373,2.66,old cars,Truck,Female,working people,1,1,2077.8799973,P4178
0.9993155373,7.199,youngest cars,Station wagon,Female,working people,1,1,21669.079956,P4179
0.5585215606,4.37,youngest cars,Station wagon,Male,old people,1,1,516.12000275,P4180
0.93908282,0.95,oldest cars,Sedan,Female,old people,1,1,3822.8399963,P4181
0.9993155373,0.38,oldest cars,Sedan,Female,older work. people,1,1,200,P4182
0.93908282,1.31,youngest cars,Hatchback,Male,young people,1,1,351.25,P4183
0.8295687885,2.47,youngest cars,Sedan,Male,old people,1,1,353.76999998,P4184
0.3121149897,2.18,old cars,Minibus,Female,working people,1,1,395.00999975,P4185
0.8761122519,1.39,youngest cars,Hatchback,Male,working people,1,1,3188.25,P4186
0.9363449692,0.49,old cars,Hatchback,Male,oldest people,1,1,670.23999977,P4187
0.8295687885,1.96,oldest cars,Minibus,Female,working people,1,1,725.84999847,P4188
0.9363449692,0.62,oldest cars,Station wagon,Male,working people,1,1,200,P4189
0.9363449692,1.2,old cars,Sedan,Female,oldest people,1,1,259.95999992,P4190
0.9363449692,1.31,young cars,Hatchback,Female,older work. people,1,1,1365.5499992,P4191
0.8295687885,0.94,oldest cars,Hatchback,Female,young people,1,1,1520.329998,P4192
0.6598220397,0.83,old cars,Sedan,Female,old people,1,1,1781.7899971,P4193
0.9363449692,1.2,oldest cars,Sedan,Female,working people,1,1,480,P4194
0.9363449692,1.64,young cars,Sedan,Female,older work. people,1,1,1534.3699951,P4195
0.629705681,2.97,young cars,Roadster,Female,young people,1,2,1169.4581785,P4196
0.7748117728,1.58,young cars,Sedan,Female,older work. people,1,2,1523.1899986,P4197
0.9363449692,1.49,oldest cars,Hardtop,Male,young people,1,1,200,P4198
0.9363449692,1.42,old cars,Sedan,Male,young people,1,1,334.42999935,P4199
0.9993155373,1.36,young cars,Hatchback,Male,youngest people,1,1,1078.289999,P4200
0.5585215606,1.18,oldest cars,Station wagon,Male,young people,1,1,4964.5099945,P4201
0.5585215606,1.01,old cars,Hatchback,Female,young people,1,1,3828.7799988,P4202
0.6461327858,0.71,oldest cars,Sedan,Male,old people,1,1,718.20999908,P4203
0.8761122519,1.72,young cars,Utility,Male,working people,1,1,353.76999998,P4204
0.6461327858,3.99,young cars,Station wagon,Female,old people,1,1,390,P4205
0.6543463381,0.99,oldest cars,Station wagon,Male,older work. people,1,1,200,P4206
0.7392197125,1.73,old cars,Convertible,Female,young people,1,1,233,P4207
0.6461327858,0.53,oldest cars,Sedan,Male,older work. people,1,1,1752.079998,P4208
0.7939767283,1.17,young cars,Hatchback,Male,young people,1,1,353.76999998,P4209
0.5585215606,0.98,oldest cars,Sedan,Male,working people,1,1,200,P4210
0.8761122519,1.17,oldest cars,Station wagon,Male,youngest people,1,1,1486.6499901,P4211
0.3449691992,4.14,young cars,Station wagon,Male,old people,1,1,367.72999954,P4212
0.9637234771,1.73,oldest cars,Minibus,Female,young people,1,1,565.90999985,P4213
0.7419575633,0.85,oldest cars,Coupe,Male,older work. people,1,1,529.31999969,P4214
0.8761122519,2.9,youngest cars,Sedan,Male,young people,1,1,450,P4215
0.5639972621,5.24,young cars,Sedan,Female,old people,1,1,2114.7799988,P4216
0.7419575633,0.49,oldest cars,Hatchback,Male,older work. people,1,1,1109.0499992,P4217
0.887063655,4.45,youngest cars,Station wagon,Female,older work. people,1,1,1810.5199966,P4218
0.5585215606,0.58,oldest cars,Sedan,Male,working people,1,3,1353.289999,P4219
0.9336071184,2.7,old cars,Station wagon,Female,working people,1,1,435.90999985,P4220
0.9993155373,1.26,young cars,Hatchback,Female,young people,1,1,969.40999985,P4221
0.9336071184,1.96,young cars,Station wagon,Male,working people,1,1,200,P4222
0.9993155373,1.52,youngest cars,Hatchback,Female,working people,1,1,313.67000198,P4223
0.9336071184,2.13,young cars,Station wagon,Female,older work. people,1,1,200,P4224
